Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.405311584472656,35.272183740096956,26.784310258909947,28.92641169531458,855215656
2007-10-08,30.74639892578125,33.50052864335988,30.55312582175099,33.50052864335988,126671715
2007-10-09,32.84017562866211,33.130083049065135,29.103578962810516,30.762497772540108,116725709
2007-10-10,33.14619827270508,33.822652011990925,32.856290775593344,33.6938025364266,67931378
2007-10-11,36.85057830810547,38.65445325958332,32.85628658135697,38.65445325958332,106320954
2007-10-12,36.60898208618164,37.977993440718755,35.7553641153952,36.07748443410981,99410791
2007-10-15,37.0921630859375,37.591452208389285,36.77004276269241,37.36596623450312,41814972
2007-10-16,40.87708282470703,41.52132793386143,36.88279110978744,37.14048565821949,138614496
2007-10-17,44.06608200073242,45.09686465746744,34.17698180627474,36.72173427243743,204876259
2007-10-18,42.5198860168457,48.140886692601015,40.69990729500841,44.774727993750375,146617799
2007-10-19,42.374935150146484,44.09827956085975,40.26504464709222,41.553525796180864,110266491
2007-10-22,41.81123352050781,43.11581921320195,40.426113369868766,41.52132607424655,72253405
2007-10-23,44.79084014892578,45.193490533584466,42.842009665756,42.842009665756,74594921
2007-10-24,44.09828567504883,46.22428073961967,43.59899653912937,45.74109587268225,63055170
2007-10-25,44.001651763916016,45.032438686395494,38.863830160335226,42.600427293026975,34522489
2007-10-26,45.32233810424805,46.04710880177301,43.56678066707306,44.77473182961466,62370025
2007-10-29,46.24039840698242,47.35171562177848,45.83774787539514,46.06323392069917,43657697
2007-10-30,47.27116394042969,48.54353641809927,45.483393774715566,46.86851359261604,79921711
2007-10-31,48.253631591796875,49.316631187628424,47.35169651263931,47.51275666027716,44655368
2007-11-01,47.17454147338867,49.81593041184782,46.787999627858305,49.445492838158856,50632492
2007-11-02,48.028133392333984,48.31804507939574,45.09683857887468,45.46728031922358,32001693
2007-11-05,49.01061248779297,50.08971629194882,47.70602274162156,47.99593448679468,38833135
2007-11-06,49.65487289428711,52.795546857599284,48.97841916684311,49.86425028470039,81880281
2007-11-07,48.930084228515625,51.281560595220284,47.83487611757148,50.57289857944986,33593141
2007-11-08,48.09258270263672,49.39717282532972,47.02958722699396,47.67382796836221,27990521
2007-11-12,49.252201080322266,50.12192754923781,45.3706492397601,46.643026042611396,35153735
2007-11-13,50.42796325683594,51.442641708972886,48.49524073122735,50.08973856246957,43830531
2007-11-14,49.76761245727539,52.022455146279555,49.50991352853823,51.31378855354903,36738579
2007-11-15,50.60512161254883,51.49095258636795,49.65486482029173,50.70175597116887,29242252
2007-11-16,50.25080108642578,51.394326885775676,49.67098168062629,50.3796483869241,18895294
2007-11-19,52.070770263671875,53.955175309936166,51.00777478579825,51.39431661000813,40716718
2007-11-20,51.26545333862305,53.31091793230956,50.637317062856795,51.861376713497414,26342171
2007-11-21,47.27116394042969,51.877482171803436,46.12763433121739,51.5714705288866,26814499
2007-11-22,45.64446258544922,48.672397271488435,43.66342337165225,46.77188377351671,34096185
2007-11-23,48.67238235473633,48.962289697583394,45.934355939522945,48.640169456856576,27664090
2007-11-26,49.058929443359375,50.47625778536974,48.6723877331943,50.47625778536974,20159123
2007-11-27,47.85097885131836,49.89644349875791,47.351694165998836,49.89644349875791,20573198
2007-11-28,47.142330169677734,49.123374125655566,46.82020976955614,48.89788809795544,16435311
2007-11-29,45.86995315551758,48.57576340352611,45.27402959416734,48.31806885382517,25530967
2007-11-30,47.6416130065918,47.93152045392004,46.063224131994104,46.707464845628834,18437721
2007-12-03,48.31806182861328,48.91398530331913,47.85098561002413,48.22142310974836,16851227
2007-12-04,47.68992614746094,49.04283327913134,47.33559291116282,48.64018286720998,14008727
2007-12-05,49.59043502807617,49.76760383006527,47.67382169608979,47.77045604696634,27725290
2007-12-06,48.67238235473633,51.42650866533653,48.044246137704874,50.66952522582141,24104710
2007-12-07,48.46302032470703,49.67097171650708,47.593297944033296,48.97841379234915,11742386
2007-12-10,48.51133346557617,49.10725255365795,47.8831971031204,48.930088127855754,8330010
2007-12-11,48.28585433959961,49.2200025125451,48.04426406888766,48.94619933193082,11685950
2007-12-12,48.253631591796875,48.68849486422632,47.35169651263931,47.673816807915024,16342131
2007-12-13,47.44832992553711,48.962297031334856,47.271165514215184,48.3180564533845,14620172
2007-12-14,46.981266021728516,47.72214550117378,46.73967574193843,47.28728212374417,10991851
2007-12-17,44.146602630615234,47.512761830132135,43.486253332025846,47.25506294444971,19355678
2007-12-18,43.95332336425781,45.418968913070685,42.58431215330927,43.647307345960805,21607783
2007-12-19,43.14802932739258,45.757204912792346,42.777591816220735,45.370658763460284,19526912
2007-12-20,42.71316909790039,44.06607634959723,42.519896009224134,43.71174308186359,17105204
2007-12-24,44.017757415771484,44.71031528431544,43.00307483291105,43.35740808652606,16711519
2007-12-26,45.35455322265625,45.90215952401642,44.259344988972444,44.259344988972444,20930094
2007-12-27,45.67668151855469,46.932950134312286,45.290135312612065,46.28870937043277,44565277
2007-12-28,46.0310173034668,46.22429041689709,45.096864650059935,45.580045249116914,18354518
2007-12-31,46.36922836303711,46.64303149593257,45.80551782962021,46.38533699969934,11982308
2008-01-01,47.22285461425781,47.657717976149854,46.17596343923924,46.61082680113128,16687746
2008-01-02,46.96516036987305,47.577188186873016,46.27260246197737,47.22285491312449,13437280
2008-01-03,48.89788818359375,49.09116129781271,46.11154759146957,46.675258292669625,31815218
2008-01-04,48.64018249511719,50.25078413048168,48.31806216804429,49.60654347633589,28011310
2008-01-07,48.237525939941406,49.34883830531964,47.722132608487904,48.334160278135684,15858063
2008-01-08,46.59471893310547,48.96230428146207,46.03100834392708,48.28585070064066,13282666
2008-01-09,45.853843688964844,46.852417696871015,45.74110068711402,46.64304033288353,13113527
2008-01-10,44.75864028930664,47.35171214368429,44.45262416016275,46.063230537246966,18023003
2008-01-11,45.435089111328125,45.86995248045616,43.647318453587786,45.37066329033246,11629440
2008-01-14,46.12763977050781,46.61082024485998,44.79084133194076,45.51561204346901,10264240
2008-01-15,44.72642135620117,47.06179395358193,44.35598381801024,46.86852523385586,11558334
2008-01-16,43.80837631225586,44.77473736168635,42.697063726832916,44.40429983321203,14834065
2008-01-17,44.9841194152832,45.98269338084953,43.035288663170206,43.96943681068572,16169395
2008-01-18,42.89033508300781,44.66199693560547,42.51989320041714,44.613675389850734,13254156
2008-01-21,35.59429931640625,42.51988526603695,31.004083188528437,42.51988526603695,33202389
2008-01-22,32.01877212524414,33.822647041923524,25.431408917498647,32.083195761300146,58755707
2008-01-23,35.59429931640625,36.96331049249604,32.53415668749967,32.53415668749967,28425991
2008-01-24,35.674835205078125,38.20348066367992,33.98370347639391,37.5109228295499,29911930
2008-01-25,37.510921478271484,37.688085905375,35.99695423761144,37.36596558770575,12550722
2008-01-28,37.913570404052734,38.20347780489739,33.98370093337908,36.99552666051445,13601109
2008-01-29,37.28542709350586,38.55780380875691,36.721716664805975,38.01019764469142,7679877
2008-01-30,35.223873138427734,37.52703297989053,34.75679684016362,37.36597279001149,9016102
2008-01-31,32.92070388793945,35.690939419733276,32.53415995396124,35.594302890109184,41538563
2008-02-01,34.064231872558594,34.305822107554945,33.1784010109053,33.4844148716637,9089201
2008-02-04,35.81978225708008,36.23853904418767,34.708467764596094,34.708467764596094,12009385
2008-02-05,36.93110656738281,37.41428709991377,35.11112743532358,35.884215413565734,14593303
2008-02-06,36.60898208618164,37.04384539025366,34.56351937305477,35.91642427475251,12429218
2008-02-07,34.885650634765625,37.3498731566253,34.66016677783884,36.109708666749626,11300078
2008-02-08,33.98369598388672,35.40102424639797,33.35555973267683,35.11111688777633,13514197
